Koordinaten	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Longitude	Latitude	Levenshtein Item Min	z_score_item	Levenshtein Phontype Min	z_score_phontype	Levenshtein Lextype Min	z_score_lextype
8.73109, 49.51102	MH A5	II_58_0077	8.73109	49.51102	26	2.8133977221116533	5	-5.68677074519215	0	-6.7652694507715
8.7354, 49.28257	KST e8	III_18_0028	8.7354	49.28257	26	2.813397722111654	19	1.7375963544994686	14	0.6561968131254374
8.73641, 48.86041	KST P8	III_23_0058	8.73641	48.86041	19	-0.8899277499382562	2	-7.277706552268925	0	-6.7652694507715
8.73772, 49.30253	KST e3	III_18_0027	8.73772	49.30253	26	2.813397722111654	19	1.7375963544994686	10	-1.4642221194165441
8.73843, 49.48622	MH J7	II_59_0081	8.73843	49.48622	24	1.7553047300973943	21	2.7982202258839863	16	1.7164062793964285
8.73924, 48.62251	TÜB m1	III_26_0039	8.73924	48.62251	20	-0.36088125393112636	10	-3.0352110667308567	0	-6.7652694507715
8.73932, 49.33778	MH R6	II_60_0047	8.73932	49.33778	26	2.813397722111654	16	0.1466605474226933	11	-0.9341173862810487
8.74175, 47.86811	TUTT A4	III_35_0028	8.74175	47.86811	14	-3.535160229973906	5	-5.68677074519215	1	-6.235164717636004
8.74222, 48.81738	KST W1	III_24_0023	8.74222	48.81738	24	1.7553047300973943	17	0.676972483114952	11	-0.9341173862810487
8.74269, 49.07514	KST A1	na	8.74269	49.07514	0	0.0	0	0.0	0	0.0
8.74393, 49.51166	MH A6	II_58_0091	8.74393	49.51166	13	-4.064206725981036	1	-7.808018487961184	0	-6.7652694507715
8.74551, 49.10407	KST t6	III_20_0032	8.74551	49.10407	12	-4.593253221988166	7	-4.626146873807633	0	-6.7652694507715
8.74574, 48.91069	KST P4	na	8.74574	48.91069	0	0.0	0	0.0	0	0.0
8.74873, 47.76389	TUTT H5	III_36_0039	8.74873	47.76389	12	2.440768247059229	13	3.3204849824335994	8	1.341436671896179
8.75015, 49.36606	MH R11	II_60_0043	8.75015	49.36606	12	0.09609442404343105	12	1.5989829862194203	9	0.9050743406357459
8.75076, 49.17902	KST m9	III_19_0028	8.75076	49.17902	6	-6.9859742570256795	3	-6.151799586315707	0	-6.282035918573536
8.75287, 48.93453	KST H6	III_22_0035	8.75287	48.93453	21	0.16816524207600425	10	-3.0352110667308585	9	-1.99432685255204
8.75435, 47.72246	TUTT P3	na	8.75435	47.72246	0	0.0	0	0.0	0	0.0
8.7544, 49.47018	MH J6	II_59_0080	8.7544	49.47018	36	8.103862682182953	17	0.6769724831149518	11	-0.9341173862810486
8.75499, 47.69685	TUTT P5	III_37_0015	8.75499	47.69685	28	3.8714907141259136	18	1.2072844188072103	17	2.2465110125319248
8.75548, 49.44624	MH J5	na	8.75548	49.44624	0	0.0	0	0.0	0	0.0
8.75579, 49.34078	MH R7	II_60_0048	8.75579	49.34078	22	0.6972117380831332	22	3.328532161576244	20	3.8368252119384105
8.75615, 48.95653	KST H5	III_22_0034	8.75615	48.95653	14	-3.535160229973906	5	-5.68677074519215	2	-5.705059984500509
8.75625, 49.26367	KST e12	III_18_0029	8.75625	49.26367	31	5.458630202147303	14	-0.9139633239618234	10	-1.4642221194165441
8.75688, 49.41876	MH J4	II_59_0079	8.75688	49.41876	37	9.414467119195349	17	1.272567513375912	12	0.07922087905241104
8.75733, 47.75075	TUTT P1	na	8.75733	47.75075	0	0.0	0	0.0	0	0.0
8.75772, 47.82306	TUTT H10	na	8.75772	47.82306	0	0.0	0	0.0	0	0.0
8.75841, 49.319	KST e4	III_18_0032	8.75841	49.319	13	-4.064206725981036	0	-8.338330423653442	0	-6.7652694507715
8.75916, 47.96779	TUTT t3	III_34_0029, III_34_0030, III_34_0031	8.75916	47.96779	20	-0.3608812539311264	11	-2.5048991310385986	9	-1.9943268525520401
8.76062, 49.41501	MH R14	II_60_0051	8.76062	49.41501	61	22.111583023366467	54	20.894109133989474	64	27.64466700209818
8.76294, 49.49811	MH J9	na	8.76294	49.49811	0	0.0	0	0.0	0	0.0
8.76516, 47.84558	TUTT A8	III_35_0029	8.76516	47.84558	23	1.2262582340902632	14	-0.913963323961823	9	-1.9943268525520401
8.76853, 47.85186	TUTT A7	III_35_0032, III_35_0033, III_35_0034	8.76853	47.85186	35	7.574816186175823	21	2.798220225883986	12	-0.40401265314555346
8.76917, 47.79954	TUTT H11	III_36_0027, III_36_0028, III_36_0029	8.76917	47.79954	14	-3.535160229973906	12	-1.9745871953463405	6	-3.584641051958527
8.76924, 48.81833	KST W2	III_24_0024	8.76924	48.81833	9	-5.3988347690042895	2	-6.682111522007965	0	-6.282035918573536
8.77067, 49.13931	KST t10	III_20_0031	8.77067	49.13931	30	4.929583706140173	11	-2.5048991310385986	5	-4.114745785094022
8.77179, 49.3721	MH R12	II_60_0044	8.77179	49.3721	19	2.2363040140828088	12	0.40779292569750014	5	-2.1818116563021652
8.7742, 49.23438	KST m4	III_19_0029	8.7742	49.23438	5	-3.6072310480064793	2	-3.7041363707031643	0	-3.865868257583714
8.77423, 47.8379	TUTT A9	III_35_0030, III_35_0031	8.77423	47.8379	28	3.871490714125913	17	0.6769724831149517	12	-0.4040126531455531
8.77601, 48.91977	KST H7	na	8.77601	48.91977	0	0.0	0	0.0	0	0.0
8.77604, 49.35511	MH R9	II_60_0046	8.77604	49.35511	20	-0.360881253931126	4	-6.217082680884408	0	-6.7652694507715
8.77716, 47.73498	TUTT P4	III_37_0016	8.77716	47.73498	52	16.568606618297036	39	12.343835068344639	49	19.20986247286778
8.77888, 48.79256	KST W7	III_24_0034	8.77888	48.79256	19	-0.10836980893298942	12	-1.3789921650853796	10	-0.9809885872185797
8.78051, 49.28149	KST e7	III_18_0031	8.78051	49.28149	22	0.6972117380831333	13	-1.4442752596540813	10	-1.4642221194165441
8.7808, 49.22723	KST m5	III_19_0030, III_19_0031, III_19_0032	8.7808	49.22723	6	-6.2044163160204135	4	-5.025892620362488	0	-5.798802386375572
8.78189, 47.7649	TUTT H4	III_36_0040	8.78189	47.7649	16	2.212280408071951	11	1.068671050527162	7	-0.15513512563524534
8.78417, 49.24823	KST e14	III_18_0030	8.78417	49.24823	20	-0.3608812539311263	6	-5.156458809499892	4	-4.644850518229518
8.78447, 47.92082	TUTT t6	III_34_0042	8.78447	47.92082	16	-0.9139513559491139	9	-2.3743329419011956	2	-4.738592920104581
8.78671, 49.11865	KST t9	III_20_0034	8.78671	49.11865	10	-5.651346214002426	9	-3.565523002423116	7	-3.0545363188230312
8.78694, 49.0869	KST t7	III_20_0035, III_20_0036, III_20_0037, III_20_0038, III_20_0039	8.78694	49.0869	10	-2.5251144499813614	9	-1.1831428813792755	5	-2.181811656302165
8.79029, 47.79154	TUTT H3	III_36_0034	8.79029	47.79154	16	-2.4770672379596457	10	-3.035211066730857	7	-3.054536318823031
8.79064, 49.26889	KST e13	na	8.79064	49.26889	0	0.0	0	0.0	0	0.0
8.79091, 48.81349	KST W4	III_24_0025	8.79091	48.81349	23	1.2262582340902632	14	-0.9139633239618229	9	-1.9943268525520401
8.79638, 49.17561	KST m8	na	8.79638	49.17561	0	0.0	0	0.0	0	0.0
8.79709, 49.48538	MH J10	II_59_0082	8.79709	49.48538	35	7.574816186175823	23	3.858844097268503	19	3.306720478802915
8.79751, 49.39508	MH R13	II_60_0045	8.79751	49.39508	13	-4.064206725981036	6	-5.156458809499892	0	-6.7652694507715
8.79767, 49.34127	MH R8	II_60_0049	8.79767	49.34127	3	-9.354671686052335	1	-7.808018487961184	0	-6.7652694507715
8.80075, 47.82351	TUTT H1	III_36_0030	8.80075	47.82351	28	3.8714907141259136	17	0.6769724831149515	9	-1.99432685255204
8.80329, 48.82521	KST W3	III_24_0026	8.80329	48.82521	22	0.697211738083134	13	-1.444275259654083	9	-1.99432685255204
8.80354, 49.36103	MH R10	II_60_0050	8.80354	49.36103	19	-0.8899277499382561	4	-6.217082680884408	0	-6.7652694507715
8.80481, 49.46366	MH J12	II_59_0083	8.80481	49.46366	45	12.865281146247122	23	3.858844097268503	21	4.366929945073907
8.80551, 49.21046	KST m6	III_19_0033	8.80551	49.21046	20	-0.3608812539311264	7	-4.626146873807633	0	-6.7652694507715
8.80627, 49.14899	KST t11	III_20_0033	8.80627	49.14899	12	-4.593253221988165	8	-4.095834938115375	5	-4.114745785094022
8.80869, 49.50208	MH A7	na	8.80869	49.50208	0	0.0	0	0.0	0	0.0
8.80977, 49.43706	MH J13	II_59_0084	8.80977	49.43706	32	5.987676698154434	16	0.14666054742269385	13	0.12609207998994165
8.81087, 47.86719	TUTT A6	III_35_0035	8.81087	47.86719	23	1.2262582340902641	11	-2.5048991310385986	0	-6.7652694507715
8.81255, 47.91175	TUTT A5	III_35_0036	8.81255	47.91175	27	3.342444218118783	11	-2.5048991310385986	23	5.427139411344895
8.813, 49.1891	KST m7	III_19_0036	8.813	49.1891	20	-0.36088125393112624	6	-5.156458809499892	0	-6.7652694507715
8.81415, 48.90599	KST P5	III_23_0035	8.81415	48.90599	18	-1.4189742459453862	11	-2.5048991310385986	6	-3.5846410519585263
8.81557, 49.32167	KST e5	III_18_0033, III_18_0034	8.81557	49.32167	10	-5.651346214002426	2	-7.277706552268925	0	-6.7652694507715
8.81639, 48.79486	KST W6	III_24_0035	8.81639	48.79486	17	-1.9480207419525162	4	-6.217082680884408	0	-6.7652694507715
8.81712, 49.10745	KST t8	III_20_0040	8.81712	49.10745	25	2.2843512261045236	3	-6.747394616576667	0	-6.7652694507715
8.81866, 47.80792	TUTT H2	na	8.81866	47.80792	0	0.0	0	0.0	0	0.0
8.82176, 49.29778	KST e6	III_18_0035	8.82176	49.29778	26	2.813397722111654	20	2.267908290191728	13	0.12609207998994199
8.82201, 48.80607	KST W5	III_24_0036	8.82201	48.80607	35	7.574816186175824	20	2.267908290191727	17	2.246511012531924
8.82774, 49.48208	MH J11	na	8.82774	49.48208	0	0.0	0	0.0	0	0.0
8.83317, 47.76378	TUTT J4	III_36_0150	8.83317	47.76378	14	-3.535160229973906	4	-6.217082680884408	0	-6.7652694507715
8.83529, 47.80435	TUTT J2 /1 	III_36_0052	8.83529	47.80435	26	2.813397722111654	18	1.20728441880721	9	-1.99432685255204
8.83562, 49.24557	KST n1	III_19_0034	8.83562	49.24557	35	7.574816186175823	9	-3.5655230024231157	5	-4.114745785094022
8.8362, 49.39832	MH S1	II_60_0052	8.8362	49.39832	38	9.161955674197213	21	2.798220225883986	15	1.1863015462609339
8.83715, 47.73231	TUTT Q13	III_37_0017	8.83715	47.73231	24	2.5368626711026603	19	2.3331913847604286	16	2.199639811594393
8.83766, 49.17408	KST n11	III_19_0041, III_19_0042, III_19_0043	8.83766	49.17408	6	-7.7675321980309455	3	-6.747394616576667	3	-5.174955251365013
8.8417, 49.27088	KST f9	III_18_0045	8.8417	49.27088	32	5.987676698154433	15	-0.3836513882695647	10	-1.4642221194165441
8.84279, 49.07732	KST B1	III_21_0033	8.84279	49.07732	26	3.5949556631169193	2	-6.682111522007965	0	-6.282035918573536
8.84574, 47.7917	TUTT J3	na	8.84574	47.7917	0	0.0	0	0.0	0	0.0
8.8497, 47.84307	TUTT B6	III_35_0042	8.8497	47.84307	16	-1.6955092969543806	13	-0.8486802293931217	10	-0.98098858721858
8.85302, 47.92883	TUTT u5	III_34_0119	8.85302	47.92883	25	2.284351226104524	11	-2.5048991310385995	7	-3.054536318823031
8.85327, 49.33612	MH S6	II_60_0056	8.85327	49.33612	37	8.632909178190085	29	7.040715711422053	26	7.017453610751385
8.8554, 49.3886	MH S2	II_60_0053	8.8554	49.3886	28	9.342396301162776	27	10.149257051864257	25	9.86998360300164
8.85649, 49.14055	KST u4	III_20_0041	8.85649	49.14055	14	-3.5351602299739056	3	-6.747394616576667	0	-6.7652694507715
8.85671, 49.10336	KST u5	III_20_0042, III_20_0043, III_20_0044, III_20_0045, III_20_0163	8.85671	49.10336	6	-7.7675321980309455	1	-7.808018487961184	0	-6.7652694507715
8.86067, 48.00602	TUTT z2	III_33_0041	8.86067	48.00602	53	17.87921105530943	35	10.818182355836566	22	5.380268210407366
8.86227, 49.1957	KST n12	III_19_0038, III_19_0039, III_19_0040	8.86227	49.1957	3	-9.354671686052335	0	-8.338330423653442	0	-6.7652694507715
8.863, 47.82187	TUTT J1	III_36_0043	8.863	47.82187	23	1.2262582340902637	4	-6.217082680884408	0	-6.7652694507715
8.86677, 47.72492	TUTT Q3	III_37_0019	8.86677	47.72492	19	-0.8899277499382561	9	-3.5655230024231157	6	-3.584641051958527
8.8675, 49.48863	MH K1	II_59_0085	8.8675	49.48863	23	1.2262582340902637	6	-5.156458809499892	8	-2.524431585687536
8.86825, 49.3202	KST f1	III_18_0037, III_18_0038, III_18_0039, III_18_0040, III_18_0041	8.86825	49.3202	4	-8.825625190045205	3	-6.747394616576667	0	-6.7652694507715
8.8718, 49.35884	MH S4	II_60_0055	8.8718	49.35884	10	-5.651346214002426	3	-6.747394616576667	0	-6.7652694507715
8.87357, 49.25387	KST f8	III_18_0046, III_18_0047, III_18_0048	8.87357	49.25387	22	3.041885561098932	17	2.463757573897832	11	0.5155832103128444
8.87459, 47.79932	TUTT J6	III_36_0044	8.87459	47.79932	34	7.045769690168694	19	1.7375963544994686	9	-1.99432685255204
8.87581, 47.78669	TUTT J5	na	8.87581	47.78669	0	0.0	0	0.0	0	0.0
8.87587, 49.20862	KST n13	III_19_0037	8.87587	49.20862	20	-0.36088125393112624	6	-5.156458809499892	0	-6.7652694507715
8.87705, 49.2938	KST f10	III_18_0043, III_18_0044	8.87705	49.2938	9	-6.1803927100095555	4	-6.217082680884408	0	-6.7652694507715
8.88191, 49.41513	MH K8	II_59_0097	8.88191	49.41513	18	-1.418974245945386	9	-3.5655230024231157	0	-6.7652694507715
8.88331, 47.8933	TUTT B4	III_35_0044	8.88331	47.8933	35	7.574816186175823	23	3.8588440972685034	15	1.186301546260933
8.88396, 49.34588	MH S5	II_60_0057	8.88396	49.34588	3	-8.573113745047069	0	-7.742735393392482	0	-6.282035918573536
8.88423, 49.31637	KST f2	III_18_0042	8.88423	49.31637	38	9.161955674197214	25	4.919467968653019	22	4.897034678209402
8.89073, 49.16806	KST n10	III_20_0046	8.89073	49.16806	15	-2.22455579296151	5	-5.09117571493119	0	-6.282035918573536
8.89136, 47.66162	TUTT X1	III_38_0024	8.89136	47.66162	29	4.400537210133044	10	-3.0352110667308567	6	-3.584641051958527
8.89219, 49.37538	MH S3	II_60_0054	8.89219	49.37538	14	-3.5351602299739056	4	-6.217082680884408	0	-6.7652694507715
8.8965, 47.72199	TUTT Q4	III_37_0021	8.8965	47.72199	25	2.284351226104524	18	1.2072844188072107	5	-4.114745785094022
8.8974, 47.85806	TUTT B5	III_35_0043	8.8974	47.85806	25	2.2843512261045227	21	2.798220225883986	15	1.186301546260933
8.89807, 47.73495	TUTT Q2	III_37_0020	8.89807	47.73495	25	2.2843512261045245	15	-0.3836513882695647	9	-1.99432685255204
8.90035, 47.68774	TUTT Q12	III_37_0022	8.90035	47.68774	24	2.53686267110266	15	0.21194364199139537	14	1.1394303453234023
8.90301, 49.09703	KST u6	III_20_0052	8.90301	49.09703	22	0.6972117380831342	12	-1.9745871953463412	9	-1.99432685255204
8.9042, 49.25168	KST f11	na	8.9042	49.25168	0	0.0	0	0.0	0	0.0
8.90712, 47.8158	TUTT J7	nan	8.90712	47.8158	7	2.921767531044644	8	3.646900455277108	6	2.697394866615009
8.90712, 47.81585	n	III_36_004	8.90712	47.81585	0	0.0	0	0.0	0	0.0
8.90723, 47.8873	TUTT B3	III_35_0045	8.90723	47.8873	33	6.516723194161564	15	-0.3836513882695651	9	-1.99432685255204
8.90748, 47.93756	TUTT u4	III_34_0047	8.90748	47.93756	52	16.568606618297032	35	10.222587325575603	25	6.487348877615888
8.90861, 49.24023	KST n2	III_19_0044	8.90861	49.24023	15	-3.006113733966776	12	-1.9745871953463405	10	-1.4642221194165441
8.9098, 49.13704	KST u3	III_20_0047, III_20_0048, III_20_0049, III_20_0050, III_20_0051	8.9098	49.13704	9	-6.1803927100095555	1	-7.808018487961184	0	-6.7652694507715
8.91088, 49.33719	MH S14	II_60_0058	8.91088	49.33719	32	5.987676698154433	0	-8.338330423653442	0	-6.7652694507715
8.91383, 48.7106	TÜB f1	III_25_0047	8.91383	48.7106	30	4.929583706140173	11	-2.5048991310385986	0	-6.7652694507715
8.91628, 49.21715	KST n3	III_19_0045	8.91628	49.21715	31	5.4586302021473045	16	0.14666054742269252	13	0.12609207998994187
8.9198, 49.29982	KST f3	III_18_0049, III_18_0050	8.9198	49.29982	10	-4.86978827299716	7	-4.0305518435466725	3	-4.691721719167049
8.92043, 47.90334	TUTT B2	III_35_0041	8.92043	47.90334	15	-3.0061137339667754	11	-2.5048991310385995	9	-1.99432685255204
8.92209, 47.80296	TUTT J8	III_36_0047	8.92209	47.80296	34	7.045769690168695	23	3.858844097268502	14	0.6561968131254374
8.92851, 49.41228	MH S13	II_60_0062	8.92851	49.41228	24	1.7553047300973939	11	-2.504899131038599	7	-3.0545363188230312
8.92878, 49.42533	MH K7	II_59_0088	8.92878	49.42533	26	3.5949556631169206	13	-0.8486802293931215	9	-1.5110933203540757
8.92912, 49.39429	MH S11	II_60_0067	8.92912	49.39429	26	3.59495566311692	7	-4.0305518435466725	0	-6.282035918573536
8.92977, 47.83688	TUTT B7	III_35_0038	8.92977	47.83688	31	5.458630202147304	24	4.38915603296076	15	1.186301546260933
8.92989, 47.7082	TUTT Q7	III_37_0025	8.92989	47.7082	32	5.987676698154433	13	-1.4442752596540818	6	-3.584641051958527
8.93161, 47.6599	TUTT X2	III_38_0025	8.93161	47.6599	30	4.929583706140173	21	2.798220225883986	15	1.1863015462609332
8.93316, 47.7259	TUTT Q5	III_37_0024	8.93316	47.7259	12	-4.593253221988165	5	-5.68677074519215	1	-6.235164717636004
8.93517, 47.91373	TUTT B1	III_35_0047	8.93517	47.91373	29	4.400537210133043	16	0.14666054742269374	8	-2.5244315856875357
8.93568, 47.75355	TUTT Q1	na	8.93568	47.75355	0	0.0	0	0.0	0	0.0
8.93612, 48.15571	TUTT f1	III_32_0032	8.93612	48.15571	28	3.8714907141259127	15	-0.3836513882695649	9	-1.9943268525520397
8.93691, 49.19224	KST n9	III_19_0046	8.93691	49.19224	23	1.2262582340902637	7	-4.626146873807633	0	-6.7652694507715
8.93786, 48.0371	na	III_33_0073	8.93786	48.0371	0	0.0	0	0.0	0	0.0
8.94083, 49.17134	KST n8	III_19_0047	8.94083	49.17134	33	6.516723194161563	1	-7.808018487961184	0	-6.7652694507715
8.94509, 49.35547	MH S7	II_60_0059, II_60_0060	8.94509	49.35547	36	9.666978564193485	36	11.944089321789784	30	10.104339607689294
8.94534, 49.46217	MH K2	na	8.94534	49.46217	0	0.0	0	0.0	0	0.0
8.95293, 49.45367	MH K5	II_59_0093, II_59_0094	8.95293	49.45367	20	-0.36088125393112613	6	-5.156458809499891	0	-6.7652694507715
8.95295, 47.88032	TUTT B9	III_35_0049	8.95295	47.88032	19	-0.8899277499382561	3	-6.747394616576667	0	-6.7652694507715
8.95347, 47.70847	TUTT Q8	III_37_0028	8.95347	47.70847	26	4.376513604122186	24	5.580346093482681	18	3.7430828100633478
8.95454, 49.2632	KST f7	III_18_0052	8.95454	49.2632	26	2.813397722111654	13	-1.444275259654082	15	1.1863015462609336
8.95618, 49.42613	MH K6/1, MH K6/2	II_59_0096	8.95618	49.42613	14	-3.5351602299739056	3	-6.747394616576667	0	-6.7652694507715
8.95914, 47.84256	TUTT B8	III_35_0051	8.95914	47.84256	38	9.161955674197214	22	3.328532161576245	13	0.12609207998994232
8.96103, 49.29275	KST f4	III_18_0051	8.96103	49.29275	8	-1.2385336189798228	7	-0.45698166198091195	5	-0.7321110597082721
8.96262, 47.88125	TUTT B10	III_35_0048	8.96262	47.88125	29	7.526768974154108	25	7.30184808969686	23	7.360073540136754
8.96312, 48.13491	TUTT f2	III_32_0038	8.96312	48.13491	19	-0.8899277499382559	4	-6.217082680884408	0	-6.7652694507715
8.96448, 49.14676	KST u2	III_20_0057	8.96448	49.14676	38	9.161955674197213	17	0.6769724831149515	12	-0.4040126531455537
8.96502, 47.67294	TUTT Q11	III_37_0029	8.96502	47.67294	13	-4.064206725981036	7	-4.626146873807633	4	-4.644850518229518
8.96532, 49.37259	MH S10	II_60_0061	8.96532	49.37259	10	-5.651346214002426	3	-6.747394616576667	0	-6.7652694507715
8.96632, 47.81985	TUTT J10	III_36_0048	8.96632	47.81985	24	1.755304730097394	12	-1.9745871953463408	9	-1.99432685255204
8.96721, 49.20342	KST n5	na	8.96721	49.20342	0	0.0	0	0.0	0	0.0
8.97017, 47.74493	TUTT Q6/1, TUTT Q6/2, TUTT Q6/3	III_37_0023	8.97017	47.74493	19	2.236304014082808	16	2.5290406684665347	14	2.589130941917295
8.97487, 49.32604	KST f5	na	8.97487	49.32604	0	0.0	0	0.0	0	0.0
8.97547, 47.78849	TUTT J9	III_36_0049	8.97547	47.78849	34	7.045769690168693	25	4.919467968653019	24	5.957244144480394
8.97596, 49.40194	MH S12	II_60_0063	8.97596	49.40194	18	-1.418974245945386	12	-1.97458719534634	5	-4.114745785094022
8.97748, 47.87563	TUTT B11, TUTT C4	III_35_0050	8.97748	47.87563	23	1.2262582340902635	17	0.676972483114952	15	1.186301546260933
8.98098, 49.18431	KST n7	III_19_0048	8.98098	49.18431	15	0.9016759710595545	8	-1.1178597868105733	5	-1.6985781241042006
8.98202, 49.36856	MH S9	II_60_0064	8.98202	49.36856	34	7.045769690168693	20	2.267908290191728	16	1.7164062793964292
8.98238, 47.9602	TUTT u1	na	8.98238	47.9602	0	0.0	0	0.0	0	0.0
8.98266, 49.24404	KST n4	III_19_0051	8.98266	49.24404	35	7.5748161861758225	8	-4.095834938115375	5	-4.114745785094022
8.9829, 47.68263	TUTT Q10	III_37_0026	8.9829	47.68263	23	1.226258234090263	10	-3.0352110667308567	6	-3.584641051958527
8.98358, 49.15633	KST u1	III_20_0053, III_20_0054, III_20_0055, III_20_0056	8.98358	49.15633	19	-0.8899277499382559	6	-5.156458809499892	5	-4.114745785094022
8.98363, 49.25911	KST f6	III_18_0054	8.98363	49.25911	7	0.5770937080288452	3	-0.7914443139670652	0	-1.932934128791857
8.98672, 48.011	TUTT n1	III_33_0040	8.98672	48.011	26	2.8133977221116533	18	1.2072844188072107	11	-0.9341173862810493
8.98755, 49.46322	MH K3	II_59_0092	8.98755	49.46322	39	9.691002170204344	33	9.161963454191088	29	8.60776781015787
8.98981, 49.35471	MH S8, MH T8	II_60_0065	8.98981	49.35471	15	1.68323391206482	10	0.5383591148349034	9	0.9050743406357455
8.9918, 49.20667	KST n6	III_19_0049	8.9918	49.20667	16	-2.4770672379596457	17	0.6769724831149526	11	-0.9341173862810487
8.99438, 47.69562	TUTT Q9	III_37_0027	8.99438	47.69562	28	3.871490714125913	9	-3.5655230024231157	5	-4.114745785094022
8.99507, 49.22687	KST o1	III_19_0050	8.99507	49.22687	13	1.4066988610558273	12	2.1945780164803805	10	1.918412605969206
8.99619, 48.10638	TUTT f3	III_32_0041	8.99619	48.10638	20	-0.3608812539311263	12	-1.97458719534634	2	-5.705059984500509
8.99628, 47.95028	TUTT u2	III_34_0045	8.99628	47.95028	40	11.00160660721674	23	4.454439127529462	16	2.199639811594394
8.99683, 47.92357	TUTT u3	III_34_0048	8.99683	47.92357	26	2.813397722111654	15	-0.38365138826956546	12	-0.4040126531455531
8.998, 47.77415	TUTT J11	III_36_0050, III_36_0051	8.998	47.77415	34	7.82732763117396	25	5.515062998913979	20	4.320058744136375
8.9985, 47.98553	TUTT v2	III_34_0046	8.9985	47.98553	22	3.041885561098932	15	1.4031337025133153	10	-0.0145215228226514
8.99904, 49.44673	MH K4	II_59_0095	8.99904	49.44673	39	9.691002170204344	22	3.3285321615762444	14	0.6561968131254379
8.9996, 49.30946	KST g11	III_18_0053	8.9996	49.30946	23	1.2262582340902641	10	-3.0352110667308576	5	-4.114745785094022
9.0005, 47.87365	TUTT C8	III_35_0040	9.0005	47.87365	28	3.871490714125913	21	2.798220225883986	15	1.1863015462609332
9.00194, 48.70797	TÜB g1	III_25_0044	9.00194	48.70797	54	17.62669961031129	39	12.343835068344639	31	9.667977276428863
9.00337, 47.76589	TUTT K8	III_36_0045	9.00337	47.76589	24	1.7553047300973939	12	-1.9745871953463405	6	-3.584641051958527
9.00452, 47.74143	TUTT R3	III_37_0030	9.00452	47.74143	33	6.516723194161564	14	-0.9139633239618233	7	-3.054536318823031
9.00508, 49.41658	MH T1	na	9.00508	49.41658	0	0.0	0	0.0	0	0.0
9.00808, 47.89295	TUTT C9	III_35_0060	9.00808	47.89295	23	2.0078161750955297	19	2.333191384760429	12	0.07922087905241115
9.00887, 49.38789	MH T2	II_60_0068	9.00887	49.38789	25	2.2843512261045236	11	-2.5048991310385986	5	-4.114745785094022
9.00909, 47.86237	TUTT C7	III_35_0039	9.00909	47.86237	13	-4.064206725981036	5	-5.68677074519215	0	-6.7652694507715
9.00947, 49.27049	KST g7	III_18_0059	9.00947	49.27049	22	0.6972117380831335	7	-4.626146873807633	2	-5.705059984500509
9.0105, 47.92565	TUTT v6	III_34_0050	9.0105	47.92565	47	13.923374138261384	25	4.91946796865302	15	1.1863015462609339
9.01058, 47.82135	TUTT K5	III_36_0053	9.01058	47.82135	24	1.7553047300973934	10	-3.0352110667308576	6	-3.584641051958527
9.01468, 47.85384	TUTT C6	III_35_0056	9.01468	47.85384	27	3.3424442181187834	13	-1.444275259654082	5	-4.114745785094022
9.01551, 48.04265	TUTT o3	III_33_0047	9.01551	48.04265	20	-0.3608812539311261	10	-3.035211066730857	4	-4.644850518229518
9.01554, 47.91191	TUTT C10	III_35_0059	9.01554	47.91191	22	1.4787696790884004	13	-0.8486802293931218	6	-3.101407519760562
9.02197, 49.36483	MH T16	II_60_0070	9.02197	49.36483	21	0.16816524207600342	7	-4.626146873807633	0	-6.7652694507715
9.02233, 49.30537	KST g9	III_18_0057	9.02233	49.30537	12	-4.593253221988166	6	-5.156458809499892	0	-6.7652694507715
9.02562, 49.34133	MH T9	II_60_0071	9.02562	49.34133	30	4.929583706140174	18	1.2072844188072107	12	-0.4040126531455531
9.02698, 47.77495	TUTT K7	III_36_0055, III_36_0056, III_36_0057	9.02698	47.77495	20	-0.3608812539311259	11	-2.504899131038599	6	-3.5846410519585263
9.02835, 47.80402	TUTT K6	III_36_0054	9.02835	47.80402	31	5.458630202147304	9	-3.5655230024231157	0	-6.7652694507715
9.0299, 47.9487	TUTT v5	III_34_0051	9.0299	47.9487	25	5.4105829901255875	19	4.11997647554331	17	4.179445141323781
9.03261, 47.97091	TUTT v3	III_34_0053	9.03261	47.97091	30	4.929583706140174	23	3.858844097268502	14	0.6561968131254379
9.03387, 47.99511	TUTT v1	III_34_0054	9.03387	47.99511	32	6.769234639159699	21	3.3938152561449466	20	4.320058744136375
9.03453, 49.29152	KST g8	III_18_0058	9.03453	49.29152	8	-6.709439206016685	5	-5.68677074519215	0	-6.7652694507715
9.03457, 49.38441	MH T3	II_60_0069	9.03457	49.38441	9	-5.3988347690042895	2	-6.682111522007965	0	-6.282035918573536
9.03485, 48.1237	TUTT g1	III_32_0042	9.03485	48.1237	17	-1.948020741952516	8	-4.095834938115375	5	-4.114745785094022
9.03969, 48.0848	TUTT o2	na	9.03969	48.0848	0	0.0	0	0.0	0	0.0
9.04013, 49.25574	KST g6	III_18_0060	9.04013	49.25574	57	19.21383909833268	50	18.177266360959482	44	16.559338807190304
9.04053, 47.89958	TUTT C2/1, TUTT C2/2	III_35_0052	9.04053	47.89958	53	17.097653114304162	41	13.404458939729155	29	8.60776781015787
