Koordinaten	Fragebogen-Nr. Maurer	Fragebogen-Nr. DWA	Longitude	Latitude	Levenshtein Item Min	z_score_item	Levenshtein Phontype Min	z_score_phontype	Levenshtein Lextype Min	z_score_lextype
7.32386, 48.33763	Stra G 8	III_11_0006	7.32386	48.33763	11	-1.9960679539742312	2	-4.895326431225085	0	-4.8323353219796426
7.32417, 48.14496	Co c 8 	III_12_0078	7.32417	48.14496	9	-6.1803927100095555	3	-6.747394616576667	0	-6.7652694507715
7.32457, 48.52675	Stra s 2	III_10_0004	7.32457	48.52675	11	-5.122299717995296	5	-5.68677074519215	0	-6.7652694507715
7.32486, 48.19355	Stra V 4	III_12_0005	7.32486	48.19355	12	-4.593253221988165	2	-7.277706552268925	0	-6.7652694507715
7.32766, 48.31529	Stra O 3	III_11_0085	7.32766	48.31529	17	-1.1664628009472495	13	-0.8486802293931224	8	-2.0411980534895715
7.32779, 48.69001	Stra d 1	III_8_0027	7.32779	48.69001	6	-6.2044163160204135	2	-6.086516491747005	0	-5.798802386375572
7.32932, 48.01677	Co k 10	III_13_0026	7.32932	48.01677	17	1.9597689630738144	8	-1.1178597868105733	0	-4.349101789781678
7.33005, 48.40339	Stra G 1	III_11_0002	7.33005	48.40339	9	-6.1803927100095555	1	-7.808018487961184	0	-6.7652694507715
7.33046, 48.5499	Stra s 1/1, Stra s 1/2	III_10_0001	7.33046	48.5499	9	-6.1803927100095555	5	-5.68677074519215	0	-6.7652694507715
7.33206, 47.54091	Co Ua 8	III_17_0008	7.33206	47.54091	9	-6.1803927100095555	0	-8.338330423653442	0	-6.7652694507715
7.33273, 48.66842	Stra m 17	III_8_0043	7.33273	48.66842	20	0.4206766870741406	16	0.7422555776836532	8	-2.0411980534895715
7.33509, 47.48234	Co Vd 1	III_17_0067	7.33509	47.48234	15	-3.006113733966776	10	-3.035211066730857	6	-3.5846410519585263
7.33562, 48.32669	Stra P 1	III_11_0091	7.33562	48.32669	9	-6.1803927100095555	3	-6.747394616576667	0	-6.7652694507715
7.33579, 47.79025	Co G3	III_14_0123	7.33579	47.79025	13	-4.064206725981036	3	-6.747394616576667	0	-6.7652694507715
7.3374, 47.5271	Co Va 10	III_17_0009	7.3374	47.5271	27	3.342444218118783	3	-6.747394616576667	0	-6.7652694507715
7.33838, 48.9327	Hag G 1	III_5_0052	7.33838	48.9327	30	4.929583706140173	20	2.267908290191728	10	-1.4642221194165446
7.33937, 48.3063	Stra P 4	na	7.33937	48.3063	0	0.0	0	0.0	0	0.0
7.33939, 48.71422	Stra e 21	na	7.33939	48.71422	0	0.0	0	0.0	0	0.0
7.33993, 47.81085	Co G2	III_14_0124	7.33993	47.81085	27	3.3424442181187834	8	-4.095834938115375	26	7.017453610751384
7.34119, 48.54244	Stra t 14	III_10_0012	7.34119	48.54244	12	-4.593253221988165	7	-4.626146873807633	5	-4.114745785094022
7.34276, 47.55541	Co Va 13	III_17_0033	7.34276	47.55541	27	3.3424442181187834	14	-0.9139633239618232	12	-0.4040126531455537
7.34362, 47.50479	Co Va 9	III_17_0020	7.34362	47.50479	17	-1.9480207419525153	9	-3.565523002423116	12	-0.4040126531455538
7.34375, 47.7517	Co F7/1, Co F7/2	III_14_0107, III_14_0108, III_14_0109, III_14_0110, III_14_0111, III_14_0112, III_14_0113, III_14_0114, III_14_0115, III_14_0116, III_14_0117, III_14_0118, III_14_0119, III_14_0120, III_14_0121	7.34375	47.7517	3	-9.354671686052335	0	-8.338330423653442	0	-6.7652694507715
7.34505, 48.65874	Stra m 1	III_9_0013	7.34505	48.65874	15	-3.0061137339667754	12	-1.9745871953463408	10	-1.464222119416544
7.34551, 48.89955	Hag O 3	III_6_0036	7.34551	48.89955	20	-0.3608812539311257	14	-0.9139633239618241	9	-1.99432685255204
7.3467, 47.65852	Co V 1	III_16_0048	7.3467	47.65852	24	1.7553047300973936	6	-5.156458809499891	2	-5.705059984500509
7.34837, 48.75567	Stra e 1	III_7_0047	7.34837	48.75567	20	-0.36088125393112636	6	-5.156458809499891	0	-6.7652694507715
7.34839, 47.78217	Co G4, Co G7	III_14_0122	7.34839	47.78217	10	-5.651346214002426	5	-5.68677074519215	3	-5.174955251365013
7.34876, 47.63135	Co V 6	III_16_0041	7.34876	47.63135	15	-3.0061137339667763	1	-7.808018487961184	0	-6.7652694507715
7.35204, 48.70268	Stra e 16	III_8_0039, III_	7.35204	48.70268	20	-0.36088125393112624	13	-1.4442752596540818	5	-4.114745785094022
7.35308, 47.89742	Co z 6	III_14_0036	7.35308	47.89742	13	-4.064206725981036	2	-7.277706552268925	0	-6.7652694507715
7.35364, 48.32384	Stra P 3	na	7.35364	48.32384	0	0.0	0	0.0	0	0.0
7.35432, 47.86522	Co z 1	III_14_0034, III_14_0035	7.35432	47.86522	14	-3.535160229973906	1	-7.808018487961184	0	-6.7652694507715
7.35483, 47.59947	Co V 10	III_16_0043	7.35483	47.59947	31	5.458630202147304	15	-0.38365138826956513	14	0.6561968131254379
7.357, 48.76744	Hag V 10	III_7_0044	7.357	48.76744	15	-3.006113733966776	1	-7.808018487961184	0	-6.7652694507715
7.35716, 48.22457	Stra W 3	III_12_0011	7.35716	48.22457	5	-8.296578694038075	1	-7.808018487961184	0	-6.7652694507715
7.35777, 48.20604	Stra W 4	III_12_0013	7.35777	48.20604	11	-5.122299717995296	8	-4.095834938115375	5	-4.114745785094022
7.3579, 47.51688	Co Va 11	III_17_0015	7.3579	47.51688	11	-5.122299717995295	2	-7.277706552268925	0	-6.7652694507715
7.35848, 47.4405	Co Vd 9	III_17_0077	7.35848	47.4405	36	8.103862682182953	18	1.2072844188072107	7	-3.054536318823031
7.35868, 47.82216	Co G1	III_14_0125	7.35868	47.82216	22	0.6972117380831337	6	-5.156458809499892	5	-4.114745785094022
7.35924, 47.91132	Co z 5	III_13_0115	7.35924	47.91132	20	-0.360881253931126	9	-3.5655230024231157	5	-4.114745785094022
7.35926, 48.6727	Stra e 19	III_8_0042	7.35926	48.6727	25	2.284351226104524	17	0.6769724831149511	8	-2.5244315856875357
7.3596, 48.87532	Hag O 4	III_6_0037	7.3596	48.87532	16	-2.4770672379596457	6	-5.156458809499891	0	-6.7652694507715
7.35964, 47.70073	Co O4	III_15_0034	7.35964	47.70073	27	3.3424442181187834	13	-1.4442752596540824	15	1.1863015462609332
7.35997, 47.76894	Co G8/1, Co G8/2	III_14_0129	7.35997	47.76894	15	-3.006113733966776	5	-5.68677074519215	0	-6.7652694507715
7.36064, 48.76931	Hag V 9	III_7_0045, III_7_0046	7.36064	48.76931	8	-6.709439206016686	6	-5.156458809499892	0	-6.7652694507715
7.36093, 48.3272	Stra P 2	III_11_0092	7.36093	48.3272	20	0.4206766870741405	14	-0.31836829370086384	16	2.199639811594393
7.36295, 48.21541	Stra W 7	III_12_0010, III_12_0012	7.36295	48.21541	26	2.8133977221116533	12	-1.97458719534634	9	-1.9943268525520397
7.36359, 48.08198	Co l 1/1, Co l 1/2, Co l 1/3, Co l 1/4, Co l 1/5, Co l 1/6	III_13_0030	7.36359	48.08198	14	-3.5351602299739056	7	-4.626146873807633	4	-4.644850518229518
7.36605, 48.73948	Stra e 2/1, Stra e 2/2, Stra e 2/3	III_8_0029, III_8_0030	7.36605	48.73948	6	-7.7675321980309455	2	-7.277706552268925	0	-6.7652694507715
7.36609, 47.67219	Co O8	III_15_0035	7.36609	47.67219	26	2.8133977221116533	15	-0.3836513882695647	6	-3.584641051958527
7.3665, 47.47487	Co Vd 5	III_17_0075, III_17_0076	7.3665	47.47487	7	-7.238485702023816	0	-8.338330423653442	0	-6.7652694507715
7.3676, 47.62375	Co V 18	III_16_0042	7.3676	47.62375	18	-1.4189742459453862	7	-4.626146873807633	4	-4.644850518229518
7.36836, 47.74966	Co O9	III_15_0033	7.36836	47.74966	19	-0.8899277499382565	7	-4.626146873807633	5	-4.114745785094022
7.36877, 47.59592	Co V 11	III_16_0044	7.36877	47.59592	10	-5.651346214002426	2	-7.277706552268925	2	-5.705059984500509
7.3698, 47.78852	Co G5	III_14_0126	7.3698	47.78852	22	0.697211738083134	2	-7.277706552268925	0	-6.7652694507715
7.37011, 48.1551	Co d 1	III_12_0088	7.37011	48.1551	9	-6.1803927100095555	2	-7.277706552268925	0	-6.7652694507715
7.37043, 48.66739	Stra m 2	III_8_0044	7.37043	48.66739	15	-1.4429978519562434	8	-2.904644877593454	2	-4.738592920104581
7.37595, 47.65241	Co V 16	na	7.37595	47.65241	0	0.0	0	0.0	0	0.0
7.37665, 48.125	Co d 8	III_12_0093	7.37665	48.125	17	-1.9480207419525157	10	-3.0352110667308576	5	-4.114745785094022
7.37795, 48.65555	Stra m 16	III_9_0008	7.37795	48.65555	15	-3.0061137339667763	7	-4.626146873807633	4	-4.644850518229518
7.37806, 47.80152	Co G6	III_14_0127	7.37806	47.80152	29	4.400537210133044	25	4.91946796865302	22	4.897034678209403
7.37872, 47.94354	Co s 3, Co s 6	III_13_0116	7.37872	47.94354	7	-7.238485702023816	1	-7.808018487961184	0	-6.7652694507715
7.37883, 48.7258	Stra e 3	na	7.37883	48.7258	0	0.0	0	0.0	0	0.0
7.38025, 48.78942	Hag V 8	III_7_0042	7.38025	48.78942	6	-7.7675321980309455	2	-7.277706552268925	0	-6.7652694507715
7.3807, 47.54728	Co Va 8	III_17_0023	7.3807	47.54728	20	0.4206766870741395	5	-5.09117571493119	2	-5.221826452302545
7.38095, 47.46702	Co Vd 6	III_17_0074	7.38095	47.46702	13	-4.064206725981035	10	-3.0352110667308576	9	-1.99432685255204
7.38108, 48.69056	Stra e 17, Stra m 3/1	III_8_0041	7.38108	48.69056	2	-9.883718182059464	1	-7.808018487961184	0	-6.7652694507715
7.38129, 48.91753	Hag G 2	III_5_0057	7.38129	48.91753	13	-4.064206725981036	9	-3.5655230024231157	5	-4.114745785094022
7.38146, 47.94864	Co s 4	III_13_0117	7.38146	47.94864	22	0.697211738083134	2	-7.277706552268925	0	-6.7652694507715
7.38278, 47.81739	Co G9	III_14_0128	7.38278	47.81739	14	-3.535160229973906	2	-7.277706552268925	0	-6.7652694507715
7.38288, 47.50419	Co Va 12	III_17_0032	7.38288	47.50419	11	-5.122299717995296	2	-7.277706552268925	0	-6.7652694507715
7.3831, 48.00666	Co l 3	III_13_0035	7.3831	48.00666	28	4.6530486551311805	17	1.2725675133759125	15	1.6695350784588974
7.3832, 47.5856	Co Va 14	III_16_0045	7.3832	47.5856	16	-2.477067237959646	1	-7.808018487961184	2	-5.705059984500509
7.38445, 48.24184	Stra W 1, Stra W 2	III_12_0008, III_12_0009	7.38445	48.24184	7	-7.238485702023816	3	-6.747394616576667	0	-6.7652694507715
7.38528, 48.50755	Stra t 12	III_10_0022, III_10_0023	7.38528	48.50755	5	-8.296578694038075	1	-7.808018487961184	0	-6.7652694507715
7.38628, 48.36613	Stra H 7	III_11_0020	7.38628	48.36613	10	-5.651346214002426	1	-7.808018487961184	0	-6.7652694507715
7.38657, 47.95675	Co s 2	III_13_0118, III_13_0119	7.38657	47.95675	12	-4.593253221988165	4	-6.217082680884408	0	-6.7652694507715
7.38757, 48.6705	Stra m 3/2	III_8_0045	7.38757	48.6705	32	5.987676698154434	26	5.449779904345277	23	5.427139411344898
7.38892, 47.72013	Co O3	III_15_0039	7.38892	47.72013	39	9.691002170204344	14	-0.9139633239618232	13	0.12609207998994232
7.3916, 48.53799	Stra t 9	III_10_0014	7.3916	48.53799	20	-0.36088125393112647	10	-3.0352110667308576	4	-4.644850518229518
7.39289, 48.18656	Stra W 5	III_12_0014	7.39289	48.18656	10	-5.651346214002426	4	-6.217082680884408	0	-6.7652694507715
7.3934, 48.08116	Co l 6	na	7.3934	48.08116	0	0.0	0	0.0	0	0.0
7.394, 47.65091	Co V 17/1, Co V 17/2	III_16_0050	7.394	47.65091	14	-3.535160229973906	5	-5.68677074519215	8	-2.524431585687536
7.39411, 47.48862	Co Vd 2/1, Co Vd 2/2	III_17_0072	7.39411	47.48862	16	-2.4770672379596457	2	-7.277706552268925	0	-6.7652694507715
7.39442, 47.96547	Co s 7/2, Co s 7/3	III_13_0120	7.39442	47.96547	17	-1.9480207419525157	5	-5.68677074519215	0	-6.7652694507715
7.39476, 48.25441	Stra P 9	III_11_0094	7.39476	48.25441	27	3.3424442181187834	10	-3.035211066730857	2	-5.705059984500509
7.39601, 47.68637	Co O7	III_15_0036	7.39601	47.68637	10	-4.86978827299716	2	-6.682111522007965	0	-6.282035918573536
7.39739, 47.74412	Co O1/1, Co O1/2	III_15_0031, III_15_0032	7.39739	47.74412	14	-3.535160229973906	1	-7.808018487961184	0	-6.7652694507715
7.39795, 47.9862	Co s 5	III_13_0121	7.39795	47.9862	17	-1.948020741952516	5	-5.68677074519215	0	-6.7652694507715
7.39812, 47.71239	Co O10	III_15_0040	7.39812	47.71239	34	7.82732763117396	7	-4.0305518435466725	5	-3.6315122528960577
7.39912, 48.63165	Stra m 18	III_9_0012	7.39912	48.63165	15	-3.0061137339667754	11	-2.5048991310385995	10	-1.4642221194165446
7.39919, 48.27183	Stra P 8	III_11_0096	7.39919	48.27183	7	-7.238485702023816	2	-7.277706552268925	0	-6.7652694507715
7.40011, 48.36706	Stra A 5, Stra H 6	III_10_0094, III_11_0019	7.40011	48.36706	5	-8.296578694038075	2	-7.277706552268925	0	-6.7652694507715
7.40138, 48.80593	Hag V 6	III_7_0043	7.40138	48.80593	11	-5.122299717995295	6	-5.156458809499892	7	-3.054536318823031
7.40296, 47.69288	Co O5	III_15_0037	7.40296	47.69288	8	-6.709439206016685	3	-6.747394616576667	0	-6.7652694507715
7.4034, 48.82391	Hag V 5	III_7_0040	7.4034	48.82391	2	-9.883718182059466	1	-7.808018487961184	0	-6.7652694507715
7.4042, 47.5624	V	III_17_0025	7.4042	47.5624	21	0.16816524207600353	3	-6.747394616576667	0	-6.7652694507715
7.4048, 48.54953	Stra t 4	III_10_0013	7.4048	48.54953	10	-5.651346214002426	9	-3.5655230024231157	9	-1.99432685255204
7.4064, 48.68515	Stra e 18	III_8_0046	7.4064	48.68515	34	7.045769690168695	24	4.38915603296076	18	2.77661574566742
7.4066, 47.68284	Co O6	III_15_0038	7.4066	47.68284	25	2.2843512261045236	12	-1.9745871953463405	0	-6.7652694507715
7.40773, 47.46164	Co Vd 7	na	7.40773	47.46164	0	0.0	0	0.0	0	0.0
7.40829, 48.64445	Stra m 8	III_9_0010	7.40829	48.64445	18	-1.418974245945386	5	-5.68677074519215	0	-6.7652694507715
7.40918, 48.0211	Co l 7	III_13_0034	7.40918	48.0211	9	-6.1803927100095555	2	-7.277706552268925	0	-6.7652694507715
7.41118, 48.0844	Co l 8	III_12_0101	7.41118	48.0844	13	-3.2826487849757697	7	-4.0305518435466725	0	-6.282035918573536
7.41155, 47.6393	Co V 7	III_16_0052	7.41155	47.6393	23	1.226258234090264	7	-4.626146873807633	5	-4.114745785094022
7.4132, 48.71301	Stra e 4	III_8_0037	7.4132	48.71301	17	-1.9480207419525157	12	-1.9745871953463412	9	-1.99432685255204
7.41332, 48.7697	Hag V 11	III_7_0049	7.41332	48.7697	16	-2.4770672379596457	1	-7.808018487961184	0	-6.7652694507715
7.41341, 48.85298	Hag O 12	III_6_0040	7.41341	48.85298	14	-3.535160229973906	6	-5.156458809499891	0	-6.7652694507715
7.41482, 48.67034	Stra m 4	III_8_0047	7.41482	48.67034	9	-6.1803927100095555	3	-6.747394616576667	0	-6.7652694507715
7.41499, 48.04248	Co l 2	III_13_0031	7.41499	48.04248	32	5.9876766981544325	7	-4.626146873807633	0	-6.7652694507715
7.41512, 48.06763	Co l 9	III_13_0029	7.41512	48.06763	8	-6.709439206016686	1	-7.808018487961184	0	-6.7652694507715
7.41533, 48.87754	Hag O 5	III_6_0039	7.41533	48.87754	23	1.2262582340902635	12	-1.9745871953463405	3	-5.174955251365013
7.41619, 48.69645	Stra e 11	III_8_0052	7.41619	48.69645	39	9.691002170204342	24	4.38915603296076	21	4.366929945073906
7.41666, 47.72864	Co O2	III_15_0041	7.41666	47.72864	18	-1.4189742459453853	14	-0.9139633239618241	11	-0.9341173862810488
7.41694, 47.6072	Co V 12	III_16_0046	7.41694	47.6072	25	2.2843512261045236	7	-4.626146873807633	4	-4.644850518229518
7.41747, 48.38635	Stra H 5	III_11_0018	7.41747	48.38635	10	-5.651346214002426	3	-6.747394616576667	0	-6.7652694507715
7.4175, 47.57697	Co Va 1	III_17_0024	7.4175	47.57697	13	-4.064206725981036	11	-2.504899131038599	6	-3.584641051958527
7.41771, 48.47239	Stra A 11	III_10_0090	7.41771	48.47239	19	-0.8899277499382561	7	-4.626146873807633	5	-4.114745785094022
7.41844, 48.34128	Stra H 14	III_11_0025	7.41844	48.34128	12	-4.593253221988165	5	-5.68677074519215	0	-6.7652694507715
7.41957, 48.3503	Stra H 13	III_11_0024	7.41957	48.3503	11	-5.122299717995296	3	-6.747394616576667	0	-6.7652694507715
