	Fragebogen_maurer	Fragebogen_DWA	Ort	Koordinaten	item_maurer	item_maurer_align	item_DWA	item_DWA_align	Levenshtein_item
158	Co c 3	III_12_0075	Bebelnheim (Beblenheim), Bebelnheim	7.32264, 48.15802	hewåmm	h e w å mm	hewâmm	h e w â mm	1
159	Stra s 2	III_10_0004	Urmatt, Urmatt	7.32457, 48.52675	hewåmm	h e w å mm	hewamm	h e w a mm	1
160	Stra V 4	III_12_0005	Rappoltsweiler (Ribeauvillé), Rappoltsweiler	7.32486, 48.19355	hewamm	h e w a mm	häwamm	h ä w a mm	1
161	Co Ua 8	III_17_0008	Roppenzweiler (Roppenzwiller), Roppenzweiler	7.33206, 47.54091	hēbåmm	h ē b å mm	hebåmm	h e b å mm	1
162	Stra m 17	III_8_0043	Hengweiler, Hengweiler	7.33273, 48.66842	hebamm	h e b a mm	hewamm	h e w a mm	1
163	Stra P 1	III_11_0091	St Moritz (Saint-Maurice), St. Moritz	7.33562, 48.32669	hehwåmm	h e h w å mm	hehwamm	h e h w a mm	1
164	Co G2	III_14_0124	Wittenheim, Wittenheim	7.33993, 47.81085	hehwamma	h e h w a mm a	hewamme	h e w a mm e	2
165	Stra t 14	III_10_0012	Niederhaslach, Niederhaslach	7.34119, 48.54244	hewam	h e w a m	hewamme	h e w a mm e	2
166	Co Va 13	III_17_0033	Steinsulz (Steinsoultz), Steinsulz	7.34276, 47.55541	hebamm	h e b a mm	hebomm	h e b o mm	1
167	Co F7/1, Co F7/2	III_14_0107, III_14_0108, III_14_0121, III_14_0119, III_14_0115, III_14_0111, III_14_0112, III_14_0116, III_14_0113, III_14_0118, III_14_0120, III_14_0117, III_14_0114, III_14_0109, III_14_0110	Mülhausen, Mülhausen	7.34375, 47.7517	hebamme	h e b a mm e	hewámm	h e w á mm	3
168	Stra m 1	III_9_0013	Birkenwald, Birkenwald	7.34505, 48.65874	hewåmm	h e w å mm	hewamm	h e w a mm	1
169	Hag O 3	III_6_0036	Zittersheim, Zittersheim	7.34551, 48.89955	hebamm	h e b a mm	hewamm	h e w a mm	1
170	Co V 1	III_16_0048	Obersteinbrunn (Steinbrunn-le-Haut), Obersteinbrunn	7.3467, 47.65852	heibåmm	h ei b å mm	heibom	h ei b o m	2
