	Fragebogen Nr.	Longitude	Latitude	Erhebung	org ameise	item ameise	phontype ameise	lextype ameise	org begräbnis	item begräbnis	phontype begräbnis	lextype begräbnis	org deichsel	item deichsel	phontype deichsel	lextype deichsel	org elster	item elster	phontype elster	lextype elster	org fledermaus	item fledermaus	phontype fledermaus	lextype fledermaus	org gurke	item gurke	phontype gurke	lextype gurke	org hagebutte	item hagebutte	phontype hagebutte	lextype hagebutte	org hebamme	item hebamme	phontype hebamme	lextype hebamme	org kartoffel	item kartoffel	phontype kartoffel	lextype kartoffel	org maulwurf	item maulwurf	phontype maulwurf	lextype maulwurf	org pflaume	item pflaume	phontype pflaume	lextype pflaume	org stecknadel	item stecknadel	phontype stecknadel	lextype stecknadel	org ziege	item ziege	phontype ziege	lextype ziege	org zimmerfliege	item zimmerfliege	phontype zimmerfliege	lextype zimmerfliege
2279	III_17_0051	7.96171	47.57476	DWA	Bäramsele	bäramsele	bäramsle	Bärams(e)le	Liich (ü)	liich	lich	Li(e)cht	Diechsle	diechsle	diegsle	Deichsel	Ägerste	ägerste	ägerschte	Agerst	Speckfreser	speckfreser	schpekfreser	Speckfreser	Gugummere	gugummere	gugummere	Gugummer	Hagebudde	hagebudde	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Herdöpfel	herdöpfel	herdöpfel	Erdäpfel	Schärmuus	schärmuus	schärmus	Schärmaus	Pflume	pflume	pflume	Pflaume	Gufe	gufe	gufe	Glufe	Gaiß  	gaiß  	geis	Geiß	Fliäge	fliäge	fliäge	Fliege
2280	III_17_0052	7.96171	47.57476	DWA	Bäramsele	bäramsele	bäramsle	Bärams(e)le	Liich	liich	lich	Li(e)cht	Diechsle	diechsle	diegsle	Deichsel	Hätzle	hätzle	hetsle	Hetzle	Flädermus	flädermus	fledermus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Hagebutte	hagebutte	hagebutte	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Erdöpfel	erdöpfel	erdöpfel	Erdäpfel	Schärmus	schärmus	schärmus	Schärmaus	Pfluume	pfluume	pflume	Pflaume	Guve 	guve 	gufe	Glufe	Gaiß	gaiß	geis	Geiß	Fliege	fliege	fliege	Fliege
2281	III_17_0053	7.96171	47.57476	DWA	Bäramsele	bäramsele	bäramsle	Bärams(e)le	Liicht	liicht	licht	Li(e)cht	Diechsle	diechsle	diegsle	Deichsel	Hätzle	hätzle	hetsle	Hetzle	Fledermus	fledermus	fledermus	Fledermaus	Gugummere	gugummere	gugummere	Gugummer	Hagebutte	hagebutte	hagebutte	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Erdöpfel	erdöpfel	erdöpfel	Erdäpfel	Schärmus	schärmus	schärmus	Schärmaus	Pfluume	pfluume	pflume	Pflaume	Guve  	guve  	gufe	Glufe	Gaiß	gaiß	geis	Geiß	Fliege	fliege	fliege	Fliege
2282	III_17_0054	7.96171	47.57476	DWA	Bäramsele	bäramsele	bäramsle	Bärams(e)le	Liich (ä)	liich	lich	Li(e)cht	Diechsle	diechsle	diegsle	Deichsel	Ägerste	ägerste	ägerschte	Agerst	Speckfräser	speckfräser	schpekfreser	Speckfreser	Gugummere	gugummere	gugummere	Gugummer	Hagebudde	hagebudde	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Härdöpfel	härdöpfel	herdöpfel	Erdäpfel	Schärmuus	schärmuus	schärmus	Schärmaus	Pflume	pflume	pflume	Pflaume	Gufe	gufe	gufe	Glufe	Gaiß	gaiß	geis	Geiß	Fliäge	fliäge	fliäge	Fliege
2283	III_17_0055	7.96171	47.57476	DWA	Bäramsle	bäramsle	bäramsle	Bärams(e)le	Beerdigung	beerdigung	beerdigung	Beerdigung	Diegsle	diegsle	diegsle	Deichsel	Häzle	häzle	hetsle	Hetzle	Fledermus	fledermus	fledermus	Fledermaus	Gugumere	gugumere	gugummere	Gugummer	Hagebudde	hagebudde	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Herdöpfel	herdöpfel	herdöpfel	Erdäpfel	Schermus	schermus	schermus	Schärmaus	Pflume	pflume	pflume	Pflaume	Stecknodle	stecknodle	schteknodle	Stecknadel	Geis	geis	geis	Geiß	Stubefliege	stubefliege	stubefliege	Stubenfliege
2284	III_17_0056	8.00062	47.57274	DWA	Bäramsel (w)	bäramsel	bäramsel	Bärams(e)le	Lich (w)	lich	lich	Li(e)cht	Digsel (w)	digsel	diegsl	Deichsel	Elster (w)	elster	elschter	Elster	Fledermus (w)	fledermus	fledermus	Fledermaus	Gugumere (w)	gugumere	gugummere	Gugummer	Hagebutte (w)	hagebutte	hagebutte	Hagebutte	Hebamme (w)	hebamme	hebamme	Hebamme	Herdöpfel (m)	herdöpfel	herdöpfel	Erdäpfel	Schermus	schermus	schermus	Schärmaus	Pflume (w)	pflume	pflume	Pflaume	Gufe (w)	gufe	gufe	Glufe	Geiss (w)	geiss	geis	Geiß	Flüge (w)	flüge	flüge	Fliege
2285	III_17_0057	7.9892	47.57843	DWA	Bäramsel (w)	bäramsel	bäramsel	Bärams(e)le	Lich (w)	lich	lich	Li(e)cht	Digsel (w)	digsel	diegsl	Deichsel	Elster (w)	elster	elschter	Elster	Fledermus (w)	fledermus	fledermus	Fledermaus	Gugumere (w)	gugumere	gugummere	Gugummer	Hagebutte (w)	hagebutte	hagebutte	Hagebutte	Hebamme (w)	hebamme	hebamme	Hebamme	Herdöpfel (m)	herdöpfel	herdöpfel	Erdäpfel	Schermus	schermus	schermus	Schärmaus	Pflume (w)	pflume	pflume	Pflaume	Gufe (w)	gufe	gufe	Glufe	Geiss (w)	geiss	geis	Geiß	Flüge (w)	flüge	flüge	Fliege
2286	III_17_0058	8.02352	47.55376	DWA	Ameise (w)	ameise	ameise	Ameise	d' Liich, de Liichegung	liich, liichegung	lich, lichegang	Li(e)cht, Leichengang	Diëchsle (w)	diëchsle	diegsle	Deichsel	Ägeste (w)	ägeste	ägeschte	Agerst	Flädermus (w)	flädermus	fledermus	Fledermaus	Gugummere (w)	gugummere	gugummere	Gugummer	Hagebudde (w)	hagebudde	hagebutte	Hagebutte	Hebandt (w)	hebandt	heband	Hebamme	Herdöpfel (m)	herdöpfel	herdöpfel	Erdäpfel	Schärmuus (w), Schär (m)	schär, schärmuus	schär, schärmus	Schär, Schärmaus	Pfluume (w)	pfluume	pflume	Pflaume	Güfeli (s)	güfeli	güfeli	Glifle	Gaiß (w)	gaiß	geis	Geiß	Fliëge	fliëge	fliäge	Fliege
2287	III_17_0059	8.03951	47.56938	DWA	Bäramsele (w)	bäramsele	bäramsle	Bärams(e)le	Liicht (w)	liicht	licht	Li(e)cht	Dichsle (w)	dichsle	digsle	Deichsel	Elstere (w)	elstere	elschtere	Elster	Fledermuus (w)	fledermuus	fledermus	Fledermaus	Guggumer (w)	guggumer	gugummer	Gugummer	hagebutte (w, m)	hagebutte	hagebutte	Hagebutte	Hebamm (m)	hebamm	hebamm	Hebamme	Herdöpfel (m)	herdöpfel	herdöpfel	Erdäpfel	Schermus (w)	schermus	schermus	Schärmaus	Pfluume (w)	pfluume	pflume	Pflaume	Güfili (s)	güfili	güfeli	Glifle	Geiß (w)	geiß	geis	Geiß	Fliege (w)	fliege	fliege	Fliege
2288	III_17_0060	8.09878	47.57252	DWA	Ameise (w)	ameise	ameise	Ameise	Beerdigung (w)	beerdigung	beerdigung	Beerdigung	Diachsle (w)	diachsle	diegsle	Deichsel	Elstere (w)	elstere	elschtere	Elster	Fleedermus (w)	fleedermus	fledermus	Fledermaus	Gugummere (w)	gugummere	gugummere	Gugummer	Hagebutte (w)	hagebutte	hagebutte	Hagebutte	Heband, Hebamm (w)	heband, hebamm	heband, hebamm	Hebamme, Hebamme	Härdöpfel (m)	härdöpfel	herdöpfel	Erdäpfel	Schärmus (w)	schärmus	schärmus	Schärmaus	Pfluhme (w)	pfluhme	pflume	Pflaume	Güfeli (s)	güfeli	güfeli	Glifle	Gaiß (w)	gaiß	geis	Geiß	Fliege (w)	fliege	fliege	Fliege
2289	III_17_0061	8.0908	47.58055	DWA	Be̠ramsle (w)	be̠ramsle	bäramsle	Bärams(e)le	Beerdigung, Liich (Leiche)	liich, beerdigung	lich, beerdigung	Li(e)cht, Beerdigung	Diëchsle (w)	diëchsle	diegsle	Deichsel	Elster	elster	elschter	Elster	Fledermus (w)	fledermus	fledermus	Fledermaus	Gogummere (w)	gogummere	gagummere	Gugummer	Hagebutte 	hagebutte 	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Herdöpfel (m) (Erdapfel)	herdöpfel	herdöpfel	Erdäpfel	Schärmus (w)	schärmus	schärmus	Schärmaus	Pflume	pflume	pflume	Pflaume	Guufe (w)	guufe	gufe	Glufe	Geiß, Gais	gais, geiß	geis, geis	Geiß, Geiß	Fliëge (w)	fliëge	fliäge	Fliege
2290	III_17_0062	8.06143	47.57622	DWA	Bäramsel (w)	bäramsel	bäramsel	Bärams(e)le	Beerdigung (w)	beerdigung	beerdigung	Beerdigung	Diechsle (w)	diechsle	diegsle	Deichsel	Elster (w)	elster	elschter	Elster	Fladermus (w)	fladermus	fladermus	Fledermaus	Guckummere (w)	guckummere	gugummere	Gugummer	Hagebutte (w)	hagebutte	hagebutte	Hagebutte	Hebant (w)	hebant	heband	Hebamme	Häerdöpfel (m))	häerdöpfel	herdöpfel	Erdäpfel	Scheermus (m)	scheermus	schermus	Schärmaus	Pflume (w)	pflume	pflume	Pflaume	Gufe (w)	gufe	gufe	Glufe	Gaiß (w)	gaiß	geis	Geiß	Fliege (w)	fliege	fliege	Fliege
2291	III_17_0063	7.24121	47.48531	DWA	Omeisele	omeisele	ameisle	Ameisele	e Liicht	liicht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Ägerschde  	ägerschde	ägerschte	Agerst	Flädermus	flädermus	fledermus	Fledermaus	Gagumere	gagumere	gagummere	Gugummer	Hagebudde	hagebudde	hagebutte	Hagebutte	Hebamme	hebamme	hebamme	Hebamme	Härdepfel  	härdepfel  	herdäpfel	Erdäpfel	Schär {unleserliche Buchstabe vor dem Wort}	schär	schär	Schär	Pflume	pflume	pflume	Pflaume	Stecknodle	stecknodle	schteknodle	Stecknadel	Geiß	geiß	geis	Geiß	Mugg(e )	mugge, mugg	muke, muk	Mücke, Mücke
2292	III_17_0064	7.2816	47.48759	DWA	Omeisala (w)	omeisala	ameisla	Ameisele	Licht (d', w), Begräbnis (s', s)	licht, begräbnis	licht, begräbnis	Li(e)cht, Begräbnis	Dissel (m)	dissel	disl	Deichsel	Agerscht (m)	agerscht	agerscht	Agerst	Fladermüs (w)	fladermüs	fladermüs	Fledermaus	Gagummra (w)	gagummra	gagummere	Gugummer	Buda (w) 	buda 	butte	Butte	Hebama (d', w)	hebama	hebamme	Hebamme	Hardäpfel (m)	hardäpfel	hardäpfel	Erdäpfel	Scharmüs (d', w)	scharmüs	scharmüs	Schärmaus	Pflüma (w)	pflüma	pflüme	Pflaume	Gufa (w)	gufa	gufe	Glufe	Geiß (d', w)	geiß	geis	Geiß	Fliaga, Mücka (w)	mücka, fliaga	muke, fliäge	Mücke, Fliege
2293	III_17_0066	7.3091	47.47235	DWA	Ameisele	ameisele	ameisle	Ameisele	Vergräbnis, s' Liecht geh	liecht, vergräbnis	licht, vergräbnis	Li(e)cht, Vergräbnis	Dissel	dissel	disl	Deichsel	Ageschta	ageschta	ageschte	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Gugumra	gugumra	gugummere	Gugummer	Buda (w)	buda	butte	Butte	Hebåm  	hebåm  	hebamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Scharmüs	scharmüs	scharmüs	Schärmaus	Pflüma	pflüma	pflüme	Pflaume	Gufa	gufa	gufe	Glufe	Geiß	geiß	geis	Geiß	Mucka	mucka	muke	Mücke
2294	III_17_0067	7.33509	47.48234	DWA	Omaise  	omaise  	ameise	Ameise	Licht	licht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Elschster, Aegerschte	aegerschte, elschster	ägerschte, elschter	Agerst, Elster	Fladermus	fladermus	fladermus	Fledermaus	Gugumere	gugumere	gugummere	Gugummer	Budde	budde	butte	Butte	Hebamm	hebamm	hebamm	Hebamme	H[eir]depfel	hardepfel	hardäpfel	Erdäpfel	Schärmus	schärmus	schärmus	Schärmaus	Pflüme	pflüme	pflüme	Pflaume	Gufe	gufe	gufe	Glufe	Gais	gais	geis	Geiß	Mugge	mugge	muke	Mücke
2295	III_17_0068	7.26347	47.46074	DWA	Omeise	omeise	ameise	Ameise	Licht {steht bei 11, Informant hat sich in Zeile geirrt}	licht	licht	Li(e)cht	na	na	na	na	Älschter	älschter	elschter	Elster	Fladermus  	fladermus  	fladermus	Fledermaus	Goagummere	goagummere	gagummere	Gugummer	Budda	budda	butte	Butte	Hebamm	hebamm	hebamm	Hebamme	Hardäpfel	hardäpfel	hardäpfel	Erdäpfel	Scharmüs	scharmüs	scharmüs	Schärmaus	Pflüema	pflüema	pflüeme	Pflaume	Schliagufe	schliagufe	schliegufe	Schließgufe	Gaiß	gaiß	geis	Geiß	Mugga	mugga	muke	Mücke
2296	III_17_0071	7.44789	47.46978	DWA	Omeisele	omeisele	ameisle	Ameisele	Liicht	liicht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Hätzla	hätzla	hetsle	Hetzle	Flädermu̠s	flädermu̠s	fledermus	Fledermaus	Gagumerä	gagumerä	gagummere	Gugummer	Buddä (ä ganz kurz)	buddä	butte	Butte	Hebamm	hebamm	hebamm	Hebamme	Härdepfel	härdepfel	herdäpfel	Erdäpfel	Schärmuus	schärmuus	schärmus	Schärmaus	Pflume	pflume	pflume	Pflaume	Stecknodle	stecknodle	schteknodle	Stecknadel	Geiss	geiss	geis	Geiß	Muggä	muggä	muke	Mücke
2297	III_17_0072	7.39411	47.48862	DWA	Omeisala (w)	omeisala	ameisla	Ameisele	Licht (Liecht)  (s)	liecht, licht	licht, licht	Li(e)cht, Li(e)cht	Dissel (m)	dissel	disl	Deichsel	Agarschta (w)	agarschta	agerschte	Agerst	Fladermus (w)	fladermus	fladermus	Fledermaus	Gàgummere (w)	gàgummere	gagummere	Gugummer	Butte	butte	butte	Butte	Hebamme	hebamme	hebamme	Hebamme	Hardäpfel (m)	hardäpfel	hardäpfel	Erdäpfel	Schaar (m)	schaar	schar	Schär	Pflüma (w)	pflüma	pflüme	Pflaume	Gufa (w)	gufa	gufe	Glufe	Gaiss (w)	gaiss	geis	Geiß	Muckà (w)	muckà	muke	Mücke
2298	III_17_0073	7.48218	47.4954	DWA	Omeisela	omeisela	ameisla	Ameisele	Liecht (a)	liecht	licht	Li(e)cht	Dissel	dissel	disl	Deichsel	Agersta	agersta	agerschte	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Gagummera	gagummera	gagummere	Gugummer	Butte	butte	butte	Butte	Hebamme	hebamme	hebamme	Hebamme	Herdäpfel	herdäpfel	herdäpfel	Erdäpfel	Schermaus	schermaus	schermaus	Schärmaus	Plaume	plaume	plaume	Pflaume	Gufa	gufa	gufe	Glufe	Geiss	geiss	geis	Geiß	Fliege	fliege	fliege	Fliege
2299	III_17_0074	7.38095	47.46702	DWA	Omeisala (a, w)	omeisala	ameisla	Ameisele	Licht (d', w)  	licht	licht	Li(e)cht	Dissel (d'r, m)	dissel	disl	Deichsel	Agerschta (a, w)	agerschta	agerschte	Agerst	Fladermüs (a, w)	fladermüs	fladermüs	Fledermaus	Gakommera (w)	gakommera	gagommere	Gugummer	Butta (d', w)	butta	butte	Butte	Hebamm (d', w)	hebamm	hebamm	Hebamme	Hardäpfel (a, m)	hardäpfel	hardäpfel	Erdäpfel	Schar (d'r, m)	schar	schar	Schär	Pflüma (d', w)	pflüma	pflüme	Pflaume	Stecknodle (a, w)	stecknodle	schteknodle	Stecknadel	Geiß (d')	geiß	geis	Geiß	Mocka (d', w)	mocka	moke	Mücke
2300	III_17_0075	7.3665	47.47487	DWA	Ameise (w)	ameise	ameise	Ameise	Leiche (w), Licht (d', w)	licht, leiche	licht, leiche	Li(e)cht, Li(e)cht	Deichsel, Dissel (m)	dissel, deichsel	disl, deigsl	Deichsel, Deichsel	Ägerste (w)	ägerste	ägerschte	Agerst	Fledermaus	fledermaus	fledermaus	Fledermaus	Gukummere (w)	gukummere	gugummere	Gugummer	Butte (w)	butte	butte	Butte	Hebamme (w)	hebamme	hebamme	Hebamme	Herdäpfel (m)	herdäpfel	herdäpfel	Erdäpfel	Schermaus (m), Schar (m)	schar, schermaus	schar, schermaus	Schär, Schärmaus	Pflaume (w)	pflaume	pflaume	Pflaume	Gufe (w)	gufe	gufe	Glufe	Geiß (w)	geiß	geis	Geiß	Mucke (w)	mucke	muke	Mücke
2301	III_17_0076	7.3665	47.47487	DWA	Ameise	ameise	ameise	Ameise	Licht (die) {Strich über dem i}	līcht	licht	Li(e)cht	Dissel (dr)	dissel	disl	Deichsel	Agerschte (die)	agerschte	agerschte	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Gugummere (die)	gugummere	gugummere	Gugummer	Butte (die)	butte	butte	Butte	Hewamme (die)	hewamme	hewamme	Hebamme	Hardäpfel (der)	hardäpfel	hardäpfel	Erdäpfel	Schaar (der)	schaar	schar	Schär	Pflüme (die)	pflüme	pflüme	Pflaume	Gufe (die)	gufe	gufe	Glufe	Geiß (die)	geiß	geis	Geiß	Mucke	mucke	muke	Mücke
2302	III_17_0077	7.35848	47.4405	DWA	Omaïsa	omaïsa	ameise	Ameise	Beardigung  	beardigung  	beardigung	Beerdigung	dissel	dissel	disl	Deichsel	Agersta	agersta	agerschte	Agerst	Fladermüs	fladermüs	fladermüs	Fledermaus	Gugumara	gugumara	gugummere	Gugummer	Buda  	buda  	butte	Butte	Hebam	hebam	hebamm	Hebamme	Hartäpfel	hartäpfel	hardäpfel	Erdäpfel	Scharmüs	scharmüs	scharmüs	Schärmaus	[P]fluma	pfluma	pflume	Pflaume	Gufa	gufa	gufe	Glufe	Geis	geis	geis	Geiß	Muka	muka	muke	Mücke
2303	III_18_0008	8.49951	49.30106	DWA	Imeese	imeese	imese	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Speckmaus	speckmaus	schpekmaus	Speckmaus	Guik	guik	guik	Gurke	Hagebutte, Juddekätche	juddekätche, hagebutte	juddekätsche, hagebutte	Judekäsche, Hagebutte	Hewann	hewann	hewann	Hebamme	Grumbeere	grumbeere	grumbere	Grundbirne	Maulworff	maulworff	maulworf	Maulwurf	Ploume	ploume	plaume	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gees	gees	ges	Geiß	Mucke	mucke	muke	Mücke
2304	III_18_0009	8.49951	49.30106	DWA	Imeese	imeese	imese	Ameise	Leicht	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel	atzel	atsel	Atzel	Speckmaus	speckmaus	schpekmaus	Speckmaus	Guik	guik	guik	Gurke	Hagebutte, Jiddekäsche	jiddekäsche, hagebutte	jiddekäsche, hagebutte	Judekäsche, Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Grumbeere	grumbeere	grumbere	Grundbirne	Maulworff	maulworff	maulworf	Maulwurf	Ploum  	ploum  	plaum	Pflaume	Stecknodel	stecknodel	schteknodel	Stecknadel	Gees	gees	ges	Geiß	Mucke	mucke	muke	Mücke
2305	III_18_0010	8.47341	49.28141	DWA	Imeise (w)	imeise	imeise	Ameise	Leicht (w)	leicht	leicht	Li(e)cht	Deichsel (w)	deichsel	deigsl	Deichsel	Elster (w)	elster	elschter	Elster	Fledermaus (w)	fledermaus	fledermaus	Fledermaus	Gugummärä (w)	gugummärä	gugummere	Gugummer	Aschkitzel (w) (?)	aschkitzel	arschkitzl	Arschkitzel	Hewamm (w)	hewamm	hewamm	Hebamme	Krum̄bire (w)	krum̄bire	grumbire	Grundbirne	Maulworf (m)	maulworf	maulworf	Maulwurf	Plaume (w)	plaume	plaume	Pflaume	Stecknadel (w)	stecknadel	schteknadel	Stecknadel	Geis (w)	geis	geis	Geiß	Mück (w)	mück	mük	Mücke
2306	III_18_0011	8.48324	49.26035	DWA	Imminz	imminz	imintse	Ameise	Leicht	leicht	leicht	Li(e)cht	Deigsel	deigsel	deigsl	Deichsel	Hatz'l	hatzl	hatsel	Atzel	Spackmaus	spackmaus	schpakmaus	Speckmaus	Gurik	gurik	gurik	Gurke	Aschkitz'l	aschkitzl	arschkitzl	Arschkitzel	Hewomm	hewomm	hewamm	Hebamme	Grumbira	grumbira	grumbire	Grundbirne	Maulworaf	maulworaf	maulworaf	Maulwurf	Bloma	bloma	plame	Pflaume	Steggnod'l	steggnodl	schteknodl	Stecknadel	Gais	gais	geis	Geiß	Mick	mick	mik	Mücke
2307	III_18_0012	8.48324	49.26035	DWA	Imminz	imminz	imintse	Ameise	Leicht	leicht	leicht	Li(e)cht	Deigsl	deigsl	deigsl	Deichsel	Hazl	hazl	hatsel	Atzel	Schbeckmaus	schbeckmaus	schpekmaus	Speckmaus	Gurig	gurig	gurik	Gurke	Aschkitzel  	aschkitzel  	arschkitzl	Arschkitzel	Hewomm	hewomm	hewamm	Hebamme	Grumbira	grumbira	grumbire	Grundbirne	Maulworaf	maulworaf	maulworaf	Maulwurf	Blaoma	blaoma	plaume	Pflaume	Schdegnodel	schdegnodel	schteknodel	Stecknadel	Gais	gais	geis	Geiß	Mik	mik	mik	Mücke
2308	III_18_0013	8.48324	49.26035	DWA	Immins	immins	imintse	Ameise	Laicht	laicht	leicht	Li(e)cht	Deigsl	deigsl	deigsl	Deichsel	Hazl	hazl	hatsel	Atzel	Schbegmaus	schbegmaus	schpekmaus	Speckmaus	Gurig	gurig	gurik	Gurke	Aschkitzl	aschkitzl	arschkitzl	Arschkitzel	Hewomm	hewomm	hewamm	Hebamme	Grummbiara	grummbiara	grumbire	Grundbirne	Maulworaf	maulworaf	maulworaf	Maulwurf	Bloma	bloma	plame	Pflaume	Schdegnodl	schdegnodl	schteknodel	Stecknadel	Gais	gais	geis	Geiß	Mig	mig	mik	Mücke
2309	III_18_0014	8.48324	49.26035	DWA	Imminz	imminz	imintse	Ameise	Leicht	leicht	leicht	Li(e)cht	Deigsl	deigsl	deigsl	Deichsel	Hazl	hazl	hatsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gurig	gurig	gurik	Gurke	Aschkitzl	aschkitzl	arschkitzl	Arschkitzel	Hewomm	hewomm	hewamm	Hebamme	Grumbiera	grumbiera	grumbire	Grundbirne	Maulworaf	maulworaf	maulworaf	Maulwurf	Bloma	bloma	plame	Pflaume	Stecknodl	stecknodl	schteknodl	Stecknadel	Gais	gais	geis	Geiß	Migg	migg	mik	Mücke
2310	III_18_0015	8.54755	49.31857	DWA	Elmenz	elmenz	elmentse	Ameise	Leischt	leischt	leischt	Li(e)cht	Deichsl	deichsl	deigsl	Deichsel	Atzl	atzl	atsel	Atzel	Flettermaus	flettermaus	fledermaus	Fledermaus	Gurk	gurk	gurk	Gurke	Arschkitzl	arschkitzl	arschkitzl	Arschkitzel	Hebamm	hebamm	hebamm	Hebamme	Katoffl	katoffl	kadoffel	Kartoffel	Maulworf	maulworf	maulworf	Maulwurf	Blaum	blaum	plaum	Pflaume	Kluf	kluf	gluf	Glufe	Goaß	goaß	goas	Geiß	Muck	muck	muk	Mücke
2311	III_18_0016	8.51733	49.25118	DWA	Iminse (w)	iminse	imintse	Ameise	Leischt (w)	leischt	leischt	Li(e)cht	Deixl (w)	deixl	deigsl	Deichsel	Atzel (w)	atzel	atsel	Atzel	Flettermaus (w)	flettermaus	fledermaus	Fledermaus	Gugummer (w)	gugummer	gugummer	Gugummer	Hagebutte (w), (manchmal auch) Arschkitzl (m)	hagebutte, arschkitzl	hagebutte, arschkitzl	Hagebutte, Arschkitzel	Hewamm (w)	hewamm	hewamm	Hebamme	Grummbir (w)	grummbir	grumbire	Grundbirne	Maulwurf (m)	maulwurf	maulwurf	Maulwurf	Pflaum, Quetsch (w)	quetsch, pflaum	gwetsch, pflaum	Zwetschge, Pflaume	Stecknodl (w)	stecknodl	schteknodl	Stecknadel	Geeß (w)	geeß	ges	Geiß	Muck (w)	muck	muk	Mücke
2312	III_18_0017	8.522	49.29291	DWA	Umangs (w)	umangs	umangse	Ameise	Leicht (eine, w)	leicht	leicht	Li(e)cht	Deichsl (w)	deichsl	deigsl	Deichsel	Atzl (w)	atzl	atsel	Atzel	Speckmaus (w)	speckmaus	schpekmaus	Speckmaus	Gegumma (w)	gegumma	gegummer	Gugummer	Hagebutte	hagebutte	hagebutte	Hagebutte	Amm (die)	amm	amm	Amme	Grumbire	grumbire	grumbire	Grundbirne	Maulworf	maulworf	maulworf	Maulwurf	Blaum (w)	blaum	plaum	Pflaume	Stecknodl	stecknodl	schteknodl	Stecknadel	Gaaß (die)	gaaß	gas	Geiß	Muck (w)	muck	muk	Mücke
2313	III_18_0018	8.56943	49.29368	DWA	Iminse  	iminse  	imintse	Ameise	Leischt	leischt	leischt	Li(e)cht	Deichsl	deichsl	deigsl	Deichsel	Elschdr	elschdr	elschter	Elster	Spackmaus	spackmaus	schpakmaus	Speckmaus	Gegummere	gegummere	gegummere	Gugummer	Hagebutte	hagebutte	hagebutte	Hagebutte	Hewamm	hewamm	hewamm	Hebamme	Kartoffl	kartoffl	kadoffel	Kartoffel	na	na	na	na	Blaum	blaum	plaum	Pflaume	Stecknadl	stecknadl	schteknadl	Stecknadel	Goass	goass	goas	Geiß	Mugge	mugge	muke	Mücke
2314	III_18_0019	8.6025	49.26526	DWA	Elmese	elmese	elmese	Ameise	Leiche	leiche	leiche	Li(e)cht	Deichsel (die)	deichsel	deigsl	Deichsel	Atzel (die)	atzel	atsel	Atzel	Speckmaus (die)	speckmaus	schpekmaus	Speckmaus	Gurke (die)	gurke	gurke	Gurke	Hagebutte (die)	hagebutte	hagebutte	Hagebutte	Hebamme (die)	hebamme	hebamme	Hebamme	Krumbirne (die)	krumbirne	grumbirne	Grundbirne	Maulwurf (der), Wühler	wühler, maulwurf	wühler, maulwurf	Wühler, Maulwurf	Pflaume (die)	pflaume	pflaume	Pflaume	Kluft (die)	kluft	gluft	Glufe	Geiß (die)	geiß	geis	Geiß	Muck (die)	muck	muk	Mücke
2315	III_18_0020	8.64294	49.3028	DWA	Elemeese (w)	elemeese	elemese	Ameise	Leicht (w)	leicht	leicht	Li(e)cht	Deichsel	deichsel	deigsl	Deichsel	Atzel (w)	atzel	atsel	Atzel	Fledermaus	fledermaus	fledermaus	Fledermaus	Gurke   	gurke   	gurke	Gurke	Hagebutte	hagebutte	hagebutte	Hagebutte	Hebamm	hebamm	hebamm	Hebamme	Kartoffel	kartoffel	kadoffel	Kartoffel	Maulwurf	maulwurf	maulwurf	Maulwurf	Pflaum (w)	pflaum	pflaum	Pflaume	Stecknadel, Kluf (die)	kluf, stecknadel	gluf, schteknadel	Glufe, Stecknadel	Gaas, Geiß (w)	geiß, gaas	geis, gas	Geiß, Geiß	Muck (w)	muck	muk	Mücke
